humanGene	mouseGene
NMI	Nmi
NR1I2	Nr1i2
PTPRN2	Ptprn2
CLDN19	Cldn19
BEST2	Best2
CACNG6	Cacng6
ANKRD24	Ankrd24
MXI1	Mxi1
CCDC77	Ccdc77
MADD	Madd
PLD1	Pld1
SUV420H1	Suv420h1
TSC22D1	Tsc22d1
MGAT5	Mgat5
TACC2	Tacc2
DOCK5	Dock5
DIRAS1	Diras1
STXBP6	Stxbp6
JAK3	Jak3
UNG	Ung
CMC4	Mtcp1
CMC4 /// MTCP1	Mtcp1
RAB40B	Rab40b
IMPG1	Impg1
NOBOX	Nobox
PITPNM1	Pitpnm1
RXRA	Rxra
BCAT2	Bcat2
SIX4	Six4
AKR1D1	Akr1d1
COL4A4	Col4a4
NMNAT1	Nmnat1
SRRM4	Srrm4
C2orf42	C87436
CACNB1	Cacnb1
IDO2	Ido2
TBX1	Tbx1
TC2N	Tc2n
OLFM1	Olfm1
TXK	Txk
HSF4	Hsf4
SYTL3	LOC101055731 /// LOC101055745 /// Sytl3
ECHDC2	Echdc2
GRIK2	Grik2
PON2	Pon2
RORC	Rorc
POLA2	Pola2
FMO4	Fmo4
RAD9B	Rad9b
HMX2	Hmx2
USP12	Usp12
MED21	Med21
KIAA1804	BC021891
MYOCD	Myocd
CSRP1	Csrp1
CACNA1B	Cacna1b
CACNA1B /// LOC101060829	Cacna1b
HMMR	Hmmr
ZNF287	Zfp287
ZBTB7C	Zbtb7c
CLCN7	Clcn7
DTX1	Dtx1
PCSK4	Pcsk4
EML6	Eml6
NKX2-3	Nkx2-3
NKX6-1	Nkx6-1
STEAP4	Steap4
CINP	Cinp /// LOC640972
HPCA	Hpca
CCRN4L	Ccrn4l
SLC26A7	Slc26a7
MRPL33	Mrpl33
RNGTT	Rngtt
CALN1	Caln1
DUSP26	Dusp26
CHRNB4	Chrnb4
AMIGO1	Amigo1
CATSPERG	Catsperg1
CIB1	Cib1
FBXW9	Fbxw9
CACNA2D1	Cacna2d1
PLEKHA4	Plekha4
PSEN2	Psen2
HOXC13	Hoxc13
GLCE	Glce
HYAL3	Hyal3
CABP4	Cabp4
GDF2	Gdf2
SMG6	Smg6
FEV	Fev
TMEM114	Cldn26
WNT9A	Wnt9a
GRTP1	Grtp1
PNOC	Pnoc
FHIT	Fhit
MRGPRF	Mrgprf
ID1	Id1
FBN1	Fbn1
OLFM3	Olfm3
HKDC1	Hkdc1
NFATC2	Nfatc2
NFKB2	Nfkb2
SATB2	Satb2
AMOT	Amot
CEP164	Cep164
SPATS2L	Spats2l
ARMCX1	Armcx1
SLC26A8	Slc26a8
CUEDC1	Cuedc1
C11orf24	1810055G02Rik
FCAMR	Fcamr
OTX2	Otx2
ATF5	Atf5
LOC100996519 /// XKR6	Xkr6
XKR6	Xkr6
ARNTL2	Arntl2
B4GALT4	B4galt4
HSPB11	Hspb11
SSBP3	Ssbp3
FANCI	Fanci
NMUR2	Nmur2
IFNG	Ifng
SLC17A9	Slc17a9
GCG	Gcg
TBATA	Tbata
IL36G	Il1f9
CABP7	Cabp7
HTT	Htt
ROS1	Ros1
FBF1	Fbf1
DCUN1D1	Dcun1d1
KANK2	Kank2
SLC6A5	Slc6a5
WT1	Wt1
HLTF	Hltf
OXTR	Oxtr
EOMES	Eomes
CDC7	Cdc7
DMP1	Dmp1
UBXN10	Ubxn10
GGNBP2	Ggnbp2
KIAA1967	2610301G19Rik
CDHR5	Cdhr5
AAR2	Aar2
SOX6	Sox6
PLAA	Plaa
VILL	Vill
DBN1	Dbn1
ARHGAP10	Arhgap10
CIT /// MIR1178	Cit
NFAT5	Nfat5
APEH	Apeh
PDE1C	Pde1c
RGS16	Rgs16
ODF2	Odf2
CAPN3	Capn3
PRKCQ	Prkcq
RABGGTA	Rabggta
PTPRR	Ptprr
CENPB	Cenpb
MLH3	Mlh3
XPR1	Xpr1
GCKR	Gckr
CASP7	Casp7
GEM	Gem
CYP3A5	Cyp3a44
TRIB3	Trib3
SLC7A4	Slc7a4
KCND3	Kcnd3
CMKLR1	Cmklr1
KLB	Klb
CDC27	Cdc27
GPR108	Gpr108
SLC16A4	Slc16a4
BTG1	Btg1
C1orf27	BC003331
WNT10B	Wnt10b
RHBDL1	Rhbdl1
PRMT7	Prmt7
CCDC106	Ccdc106
CAST	Cast
HRH4	Hrh4
TK2	Tk2
ESR2	Esr2
UBXN11	Ubxn11
SYT6	Syt6
PRDM9	Prdm9
CD72	Cd72
KCNJ9	Kcnj9
TOMM40	Tomm40
CD244	Cd244 /// LOC677008
CORO6	Coro6
CLK1	Clk1
CASP9	Casp9
IGFLR1	Igflr1 /// U2af1l4
U2AF1L4	Igflr1 /// U2af1l4
NXNL1	Nxnl1
MITD1	Mitd1
TRDN	Trdn
UBE2J2	Ube2j2
CCRL1	Ccrl1
MRGPRX3	Mrgpra1
CHPT1	Chpt1
CLDN10	Cldn10
GBGT1	Gbgt1
GIPC3	Gipc3
OSR2	Osr2
STK16	Stk16
USF1	Usf1
CASP3	Casp3
LAT2	Lat2
CD8B	Cd8b1
CD8B /// LOC100996919	Cd8b1
IL24	Il24
CLEC4M	Cd209d
CACNA2D2	Cacna2d2
FGF5	Fgf5
HAX1	Hax1
DUSP15	Dusp15
C20orf57 /// DUSP15	Dusp15
SMARCD2	Smarcd2
OTOS	Otos
CST3	Cst3
KRTAP19-3	Krtap19-4
PPP1CB	Ppp1cb
ROBO4	Robo4
IKBKB	Ikbkb
PLAGL1	Plagl1
STRN4	Strn4
PARP3	Parp3
TMEM161A	Tmem161a
IMP4	Imp4
DDC	Ddc
COG6	Cog6
TMEM216	Tmem216
GLCCI1	Glcci1
SLC35F6	Slc35f6
CENPA /// SLC35F6	Slc35f6
VWA5A	Vwa5a
TTC39C	Ttc39c
RBP4	Rbp4
DYRK1A	Dyrk1a
VPS37C	Vps37c
KRAS	Kras
VIT	Vit
MSANTD2	Msantd2
MAP2K4	Map2k4
AP1AR	Ap1ar
GLUL	Glul
SP2	Sp2
BMP1	Bmp1
ARRB2	Arrb2
CHMP4B	Chmp4b
SCMH1	Scmh1
CTH	Cth
MAPRE2	Mapre2
PROS1	Pros1
STK24	Stk24
ADRBK1	Adrbk1
MAU2	Mau2
CPZ /// GPR78	Cpz
UMOD	Umod
PACRGL	Pacrgl
TM2D1	Tm2d1
NEFL	Nefl
TIMM17A	Timm17a
SARS	Sars
SORL1	Sorl1
PANK3	Pank3
ADNP2	Adnp2
CADM4	Cadm4
DLAT	Dlat
ZBTB8OS	Gm8539 /// Zbtb8os
CWH43	Cwh43
VAMP7	Vamp7
SMC5	Smc5
SLC9A8	Slc9a8
UXS1	Uxs1
IFIH1	Ifih1
TMEM203	Tmem203
IFI27L2	Ifi27l2a
FAM133B /// FAM133DP	Fam133b
WDPCP	Wdpcp
CATSPER1	Catsper1
LOC100653217 /// NTM	Ntm
NTM	Ntm
KRT20	Krt20
LAMA2	Lama2
NOC3L	Noc3l
ATXN7	Atxn7
LRP4	Lrp4
QRICH1	Qrich1
DIMT1	Dimt1
TCF3	Tcf3
IRX2	Irx2
SNX20	Snx20
ALCAM	Alcam
TMPRSS4	Tmprss4
B4GALT7	B4galt7
UPK1A	Upk1a
MAGED2	Maged2
CYB5R4	Cyb5r4
MBD3L1	Mbd3l1
ASB9	Asb9
ZDHHC5	Zdhhc5
BRE	Bre
C9orf91	6330416G13Rik
STARD6	Stard6
PDGFD	Pdgfd
TBX4	Tbx4
KCNMB2	Kcnmb2
ZFP91	Zfp91
ZFP91	U05342 /// Zfp91
SCN3B	Scn3b
BAALC	Baalc
CACNG5	Cacng5
FRMD4B	Frmd4b
CLDN3	Cldn3
BCL2L11	Bcl2l11
CACNG7	Cacng7
TEAD4	Tead4
NTNG1	Ntng1
AK5	Ak5
SLC1A3	Slc1a3
STT3B	Stt3b
GLE1	Gle1
PREPL	Prepl
VWA9	Vwa9
COL4A1	Col4a1
MGAT2	Mgat2
HSPD1	Hspd1 /// LOC101056370
BAP1	Bap1
COA5	Coa5
TMEM144	Tmem144
H2AFY2	H2afy2
MRRF	Mrrf
KIAA0907	2810403A07Rik
AGO2	Ago2
RIN2	Rin2
FAR1	Far1
SKI	Ski
OXNAD1	Oxnad1
ZNF281	Zfp281
EIF4B	Eif4b
PPRC1	Pprc1
CRY2	Cry2
YWHAE	Ywhae
RPL7L1	Rpl7l1
RPL7L1 /// WAC-AS1	Rpl7l1
PISD	Pisd /// Pisd-ps1 /// Pisd-ps3
RYK	Ryk
CAMK1D /// LOC283070	Camk1d
CAMK1D	Camk1d
ACTR3	Actr3
SDF4	Sdf4
EIF3J	Eif3j1 /// Eif3j2
UBE2W	Ube2w
VWA1	Vwa1
CAPNS1	Capns1
PPP3CA	Ppp3ca
ACTR1B	Actr1b
RNF11	Rnf11
SETD8	Setd8
LZTS2	Lzts2
PDK3	Pdk3
NEUROD1	Neurod1
RNF7	LOC632465 /// LOC639931 /// Rnf7
YIPF4	Yipf4
ATOH8	Atoh8
RBM26	Rbm26
RBM26	Gm17066 /// Rbm26
CC2D1A	Cc2d1a
SHMT2	Shmt2
SUGT1	Sugt1
MAK16	Mak16
TTLL1	Ttll1
THAP7	Thap7
JAG2	Jag2
MYCT1	Myct1
TMEM43	Tmem43
TMEM135	Tmem135
DNAJB6 /// TMEM135	Tmem135
TMEM159	Tmem159
HDAC3	Hdac3
DHRS7	Dhrs7
GPM6A	Gpm6a
RHBDD2	Rhbdd2
CTAGE5 /// MIA2	Ctage5
CTAGE5	Ctage5
KIAA0513	6430548M08Rik
NUP35	Nup35
PJA1	Pja1
PLCL2	Plcl2
SPG11	Gm3650 /// Spg11
RAB30	Rab30
PITRM1	Pitrm1
ARHGDIB	Arhgdib
CWC27	Cwc27
C5orf51	AW549877
UGP2	Ugp2
GPHN	Gphn
NR1D1 /// THRA	Nr1d1
DLGAP4	Dlgap4
RPS6KL1	Rps6kl1
C1orf123	0610037L13Rik
TBP	Tbp
DNAJC9	Dnajc9
ATPAF2	Atpaf2
HMBS	Hmbs
RASA1	Rasa1
CNPY3	Cnpy3
SBDS /// SBDSP1	Sbds
KLHL22	Klhl22
PRKRIR	Prkrir
UBXN4	Ubxn4
BFAR	Bfar
HERC2 /// LOC100653292	Herc2
HERC2 /// HERC2P10 /// LOC100653292	Herc2
HERC2	Herc2
TDP1	Tdp1
TRMT10B	Trmt10b
KATNBL1	Katnbl1
WDR55	Wdr55
KDM5C	Kdm5c
SH3GLB2	Sh3glb2
ICMT	Icmt
TIFA	Tifa
GPT	Gpt
RNF121	Rnf121
EVI2B	Evi2a-evi2b /// Evi2b
EVI2A	Evi2a /// Evi2a-evi2b /// Evi2b
EVI2B	Evi2a /// Evi2a-evi2b /// Evi2b
GFAP	Gfap
SCCPDH	Sccpdh
SUSD2	Susd2
RBM28	Rbm28
CHST15	Chst15
TOR1A	Tor1a
GNAZ	Gnaz
TUBGCP5	Tubgcp5
P4HA1	P4ha1
BTG4	Btg4
C16orf70	D230025D16Rik
HADHB	Hadhb
GNPDA2	Gnpda2
ARID2	Arid2
OVGP1	Ovgp1
TOE1	Toe1
NRP2	Nrp2
TAGLN2	Tagln2
KLHL5	Klhl5
ZMYND11	Zmynd11
MIR1292 /// NOP56 /// SNORD110 /// SNORD57 /// SNORD86	Nop56
ARFGAP3	Arfgap3
POGLUT1	Poglut1
NARG2	Narg2
TP53	Trp53
USP11	Usp11
ENDOD1	Endod1
TTC14	Ttc14
TNRC6B	Tnrc6b
TESK2	Tesk2
GC	Gc
DPH6	Atpbd4
SIDT1	Sidt1
DNAJC14	Dnajc14
PGAM1	Pgam1
SCPEP1	Scpep1
ZNF280D	Zfp280d
MESP1	Mesp1
SBNO1	Sbno1
ZNF48	Zfp553
IGF1R	Igf1r
IL17RE	Il17re
PQLC1	Pqlc1
SLC2A9	Slc2a9
ANO1	Ano1
ME2	Me2
SGMS1	Sgms1
LIN37	Lin37
GNL2	Gnl2
PTPMT1	Ptpmt1
KBTBD4 /// PTPMT1	Ptpmt1
NDUFS3 /// PTPMT1	Ptpmt1
ATF2	Atf2 /// LOC100047997
SORD	Sord
SLC25A11	Slc25a11
TSPAN10	Tspan10
GAB3	Gab3
GFM2	Gfm2
FBXO22	Fbxo22
SLC18A1	Slc18a1
SMN1 /// SMN2	Smn1
IFFO2	Iffo2
SLC2A1	Slc2a1
SLC37A1	Slc37a1
ARAF	Araf
RNASEL	Rnasel
BRCC3	Brcc3
CRTAC1	Crtac1
C5orf28	Gm7120 /// LOC101055764
C5orf28	Gm7120
DIS3	Dis3
PSMC2	Psmc2
TIPIN	Tipin
SNRPB2	Snrpb2
ZMYND8	Zmynd8
NDRG4	Ndrg4
TLCD1	Tlcd1
POMGNT1	Pomgnt1
AIM2	Aim2
CHST10	Chst10
PPP2R2B	Ppp2r2b
QPCT	Qpct
ARHGAP17	Arhgap17
YPEL3	Ypel3
ZNF623	Zfp623
GTF2F2	Gtf2f2
TMEM184C	Tmem184c
DHX8	Dhx8
EXOSC2	Exosc2
PUS7	Pus7
KCTD14 /// NDUFC2-KCTD14	Kctd14
SLC5A9	Slc5a9
ACBD3	Acbd3
SIX3	Six3
TRIB2	Trib2
FN1	Fn1
ELP3	Elp3
TBC1D20	Tbc1d20
HSP90AA1	Hsp90aa1
MAPKAPK2	Mapkapk2
MSANTD3-TMEFF1 /// TMEFF1	Tmeff1
MYH8	Myh8
MRPL44	Mrpl44
ZC3HC1	Zc3hc1
FAM63A	Fam63a
PHGDH	Gm8096 /// Phgdh
PHGDH	Phgdh
RPL23A /// SNORD42A	Gm3362 /// Gm6177 /// Gm8112 /// Gm8137 /// Gm8158 /// Gm8264 /// Gm8290 /// Rpl23a
RPL23A	Gm3362 /// Gm6177 /// Gm8112 /// Gm8137 /// Gm8158 /// Gm8264 /// Gm8290 /// Rpl23a
RPL27A /// SNORA3	Gm13981 /// Gm14407 /// Gm14439 /// Gm5453 /// Gm5908 /// Gm8213 /// Rpl27a
RPL27A	Gm13981 /// Gm14407 /// Gm14439 /// Gm5453 /// Gm5908 /// Gm8213 /// Rpl27a
CMAS	Cmas
SLC45A3	Slc45a3
KATNB1	Katnb1
SUN1	Sun1
GET4 /// SUN1	Sun1
SLC30A9	Slc30a9
CPPED1	Cpped1
AGRN	Agrn
ANO10	Ano10
CDH3	Cdh3
EIF3B	Eif3b
FLNA	Flna
ZNF706	Gm10193 /// Zfp706
SEPN1	Sepn1
UNK	Unk
CNOT6	Cnot6
MAP3K3	Map3k3
SDHA	Sdha
LINC00969 /// LOC220729 /// SDHA /// SDHAP1 /// SDHAP2	Sdha
SREBF1	Srebf1
TJAP1	Tjap1
CCDC97	Ccdc97
COX15	Cox15
C16orf62	9030624J02Rik
LRPAP1	Lrpap1
HNRNPM	Hnrnpm
C10orf99 /// CCDC104 /// HNRNPM /// ND4	Hnrnpm
KIAA0319L	AU040320
PAN2	Pan2
FAM160A2	Fam160a2
GAK	Gak
IARS	Iars
XYLB	Xylb
TUBGCP3	Tubgcp3
ANTXR2	Antxr2
USP33	Usp33
TMCO3	Tmco3
SLC6A15	Slc6a15
EPRS	Eprs
SLC46A1	Slc46a1
TDRD7	Tdrd7
SKIV2L2	Skiv2l2
APBB2	Apbb2
TIPARP	Tiparp
SLC38A2	Slc38a2
WDR48	Wdr48
CNN3	Cnn3
PPP1R10	Gm8801 /// Ppp1r10
PTDSS2	Ptdss2
FAM131A	Fam131a
DES	Des
DES /// SUPT20H	Des
ITPK1	Itpk1
FAM43A	Fam43a
IARS2	Iars2
GSPT1	Gspt1
DGKZ	Dgkz
DONSON	Donson
ARMC5	Armc5
FASTKD2	Fastkd2
ATP5F1	Atp5f1
APPL2	Appl2
SREBF2	Srebf2
RNASEK /// RNASEK-C17orf49	Rnasek
C19orf52	1810026J23Rik
ABCF3	Abcf3
PRMT3	Prmt3
FLNB	Flnb
NUP107	Nup107
PHF17	Phf17
CKAP4	Ckap4
AMPD2	Ampd2
MAP4K3	Map4k3
IPO8	Ipo8
KDM1A	Kdm1a
OAZ2	Oaz2
COMMD7	Commd7
LOC728392	6330403K07Rik
WDR90	Wdr90
MAML1	Maml1
MFN1	Mfn1
PARP12	Parp12
SCAMP1	Scamp1
WASL	Wasl
ATG14	Atg14
TYW1	Tyw1
GPR125	Gpr125
TRIM47	Trim47
MGLL	Mgll
DHX38	Dhx38
SFI1	Sfi1
SSRP1	Ssrp1
RUSC2	Rusc2
PTPRS	Ptprs
TMEM209	Tmem209
PPP1R15B	Ppp1r15b
RAB8B	Rab8b
SEPT8	Sept8
SMARCA4	Smarca4
NABP1	Nabp1
LTA4H	Lta4h
LGALS3	Lgals3
TPRN	Tprn
KDM3A	Kdm3a
PPP2R5B	Ppp2r5b
FAM129B	Fam129b
LTV1	Ltv1
SEC16A	Sec16a
CCDC64	Ccdc64
MKI67	Mki67
KIAA0100	2610507B11Rik
COG8 /// PDF	Cog8
COG8	Cog8
RHOT2	Rhot2
PSME4	Psme4
FMNL3	Fmnl3
SCAF8	Scaf8
YTHDC1	Ythdc1
VPS9D1	Vps9d1
UIMC1	Uimc1
DDX26B	Ddx26b
EIF4G3	Eif4g3
KIAA0922	D930015E06Rik
METAP1	Metap1
POLD3	Pold3
YTHDF3	Ythdf3
ATG2A	Atg2a
PDCD2L	Pdcd2l
CENPT	Cenpt
SIRT4	Sirt4
SEC24B	Sec24b
MAP2K6	Map2k6
NOV	Nov
HSDL2	Hsdl2
INHBB	Inhbb
EP400	Ep400
AFTPH	Aftph
CHST14	Chst14
DMRT2	Dmrt2
BOC	Boc
FBXO33	Fbxo33
FCGBP	Fcgbp
JUP	Jup
JUP /// KRT17	Jup
EDC4	Edc4
PM20D1	Pm20d1
PBRM1	Pbrm1
TRMT1L	Trmt1l
KIAA1217	Etl4
UBE3C	Ube3c
SLC25A45	Slc25a45
RMND5A	Rmnd5a
CDK2AP1	Cdk2ap1
CLN5	Cln5
NUDT11	Nudt10 /// Nudt11
EHMT2	Ehmt2
ZNF821	Zfp821
RPAP1	Rpap1
UTRN	Utrn
FAM102A	Fam102a
RCC2	Rcc2
TAB1	Tab1
LOC100506472 /// TAB1	Tab1
TBC1D23	Tbc1d23
JMJD1C	Jmjd1c
CAMTA2	Camta2
COQ6	Coq6
FNDC3A	Fndc3a
DNAJC10	Dnajc10
DHX57	Dhx57
PAWR	Pawr
RFWD2	Rfwd2
MARVELD2	Marveld2
DAPK1	Dapk1
SCRN3	Scrn3
ITGB1	Itgb1
AGFG1	Agfg1
RC3H2	Rc3h2
PLCG2	Plcg2
AP3B2	Ap3b2
CCDC93	Ccdc93
CELF4	Celf4
KIAA0020	D19Bwg1357e
OXSR1	Oxsr1
NHSL1	Nhsl1
MEDAG	Medag
NOVA1	Nova1
TSR2	Tsr2
SIDT2	Sidt2
MUC15	Muc15
AIM1	Aim1
INTS1	Ints1
FBXW8	Fbxw8
IPO5	Ipo5
COL6A2	Col6a2
TPR	Tpr
PARP16	Parp16
CRIM1	Crim1
ARHGAP18	Arhgap18
HMGXB4	Hmgxb4
TRIM33	Trim33
TP53BP1	Trp53bp1
RPS9	Rps9
BDH1	Bdh1
FA2H	Fa2h
PHF20	Phf20
PACS2	Pacs2
ABRACL	Abracl /// Gm6314
AXIN1	Axin1
RDH10	Rdh10
TRIM23	Trim23
MIR5193 /// UBA7	Uba7
SEC24D	Sec24d
GPR153	Gpr153
OS9	Os9
USP47	Usp47
KLHL2	Klhl2
MLXIP	Mlxip
C17orf96	E130012A19Rik
LOC100507472 /// PCSK6	Pcsk6
PCSK6	Pcsk6
FLYWCH1	Flywch1
FNBP1	Fnbp1
KIAA0195	2310067B10Rik
FAM76B	Fam76b
KLHL42	Klhl42
CLSTN3	Clstn3
CUBN	Cubn
PCNXL4	Pcnxl4
PHLPP1	Phlpp1
GFER	Gfer
FAM83H	Fam83h
THRA	Thra
NR1D1 /// THRA	Thra
ZC3H14	Zc3h14
ARSG	Arsg
FBXO2	Fbxo2
PLK2	Plk2
SASH3	Sash3
RNF43	Rnf43
LAMA5	Lama5
LANCL1	Lancl1
CA9	Car9
DENND4B	Dennd4b
NCKAP5L	Nckap5l
KIAA1109	4932438A13Rik
TSNAXIP1	Tsnaxip1
SCARA3	Scara3
FTH1	Fth1
DDX42	Ddx42
PHYHIPL	Phyhipl
SLAIN2	Slain2
MTMR7	Mtmr7
MYH4	Myh4
GTF3A	Gtf3a
LGR6	Lgr6
SPICE1	Spice1
HERC4	Herc4
DNMBP	Dnmbp
ACE	Ace
EIF4G1	Eif4g1
PENK	Penk
EPN1	Epn1
MDFIC	Mdfic
THEMIS2	Themis2
MAL2	Mal2
ENOX2	Enox2
AMPH	Amph
SYNPO	Synpo
GRHL2	Grhl2
NUP188	Nup188
SMO	Smo
TXNDC16	Txndc16
TNKS1BP1	Tnks1bp1
ACACB	Acacb
ABI3BP	Abi3bp
THEM4	Them4
ADAMTS15	Adamts15
NT5DC3	Nt5dc3
EIF4A1 /// SNORA48 /// SNORA67 /// SNORD10	Eif4a1
EIF4A1 /// SENP3-EIF4A1 /// SNORA48 /// SNORA67 /// SNORD10	Eif4a1
TMEM184B	Tmem184b
MAPK3	Mapk3
RBBP8	Rbbp8
KIAA1324	5330417C22Rik
SCRIB	Scrib
FBXO28	Fbxo28
SNX21	Snx21
FBXO42	Fbxo42
STARD8	Stard8
LACE1	Lace1
PCMTD2	Pcmtd2
MPEG1	Mpeg1
AP2B1	Ap2b1
SNX19	Snx19
MAPRE3	Mapre3
TTI1	Tti1
SDR42E1	Sdr42e1
MAP4K5	Map4k5
RPP25L	Rpp25l
SLIT3	Slit3
CCNT2	Ccnt2
ZBED4	Gm15583 /// Zbed4
ZNFX1	Znfx1
ZNF707	Zfp707
POLE2	Pole2
CDCP1	Cdcp1
SSR4	Ssr4
WWP1	Wwp1
MAZ	Maz
METRN	Metrn
PLEKHO2	Plekho2
ZNF23	Zfp612
CENPN	Cenpn
ZBTB3	Zbtb3
SLC16A11	Slc16a11
C5orf15	9530068E07Rik
TMEM259	Tmem259
RAVER1	Raver1
RAVER1	Raver1 /// Raver1-fdx1l
TTL	Ttl
TTC19	Ttc19
MYH3	Myh3
SETD1A	Setd1a
MTMR3	Mtmr3
KRT83	5430421N21Rik
SPINK4	Spink4
ZNF624	Zfp26
LRRC41	Lrrc41
HSPA1A /// HSPA1B	Hspa1b
PTPN23	Ptpn23
HNRNPR	Hnrnpr
LRRC58	Lrrc58
SBF2	Sbf2
LRP2	Lrp2
SREK1	Srek1
CCDC88C	Ccdc88c
ADAMTS10	Adamts10
KDM5B	Kdm5b
IQSEC1	Iqsec1
CARNS1	Carns1
PLEKHA6	Plekha6
KMT2C	Kmt2c
BAGE2 /// BAGE3 /// BAGE5 /// KMT2C	Kmt2c
QSER1	Qser1
BCKDHB	Bckdhb
KRT2	Krt2
RELL2	Fchsd1 /// Rell2
FCHSD1	Fchsd1 /// Rell2
CCDC85A	Ccdc85a
MRPS30	Mrps30
PCF11	Pcf11
CENPF	Cenpf
UBR2	Ubr2
SPG7	Spg7
COL14A1	Col14a1
PARD3B	Pard3b
PSMA8	Psma8
RLF	Rlf
OFD1	Ofd1
MRPS33	Mrps33
SYNE4	Syne4
FYCO1	Fyco1
TMC4	Tmc4
KRT33B	Krt33b
SLC27A3	Slc27a3
LDLRAD4	Ldlrad4
EFEMP1	Efemp1
B3GNTL1	B3gntl1
ARIH1	Arih1
APPL1	Appl1
NPR2	Npr2
BRD8	Brd8
ERCC8	Ercc8
WNK4	Wnk4
ATR	Atr
MUSTN1 /// TMEM110-MUSTN1	Mustn1
MUSTN1 /// TMEM110 /// TMEM110-MUSTN1	Mustn1
ITIH4 /// MUSTN1	Mustn1
METTL20	Mettl20
RD3	Rd3
CEP112	Cep112
AFG3L2	Afg3l2
ZNF451	Zfp451
BAZ2A	Baz2a
KRTAP8-1	Krtap8-1
PFKFB1	Pfkfb1
AGMAT	Agmat
ACSM2A	Acsm2
ACSM2A /// ACSM2B	Acsm2
KLHL11	Klhl11
SLC6A20	Slc6a20a
EPN2 /// EPN2-IT1 /// LOC79999	Epn2
GABRG1	Gabrg1
HMGCR	Hmgcr
C1orf233	B930041F14Rik
ROBO1	Robo1
TSHZ1	Tshz1
VANGL1	Vangl1
KDM6A	Kdm6a
KMT2E	Kmt2e
C19orf70	2410015M20Rik
FBXO15	Fbxo15
IFT122	Ift122
DOCK6	Dock6
PAPOLG	Papolg
DDX4	Ddx4
RELL1	Rell1
TRAPPC12	Trappc12
ARFGAP1	Arfgap1
MAGI1	Magi1
LPPR4	D3Bwg0562e
MIR943 /// NELFA	Nelfa
DMRTB1	Dmrtb1
ZNF445	Zfp445
TRIM24	Trim24
TPM3	Tpm3
CRYGB	Crygb
BCR	Bcr
TNRC18	Tnrc18
SRSF11	Srsf11
BSDC1	Bsdc1
ZBTB44	Zbtb44
RNF214	Rnf214
SMC4	Smc4
SIX1	Six1
CLIP4	Clip4
SCN2A	Scn2a1
FXN	Fxn
KMT2A	Kmt2a
TTPA	Ttpa
RBFOX3	Rbfox3
APBA2	Apba2
DDHD1	Ddhd1
KRT81	Krt81
SYCP1	Sycp1
AUTS2	Auts2
SLC38A10	Slc38a10
FAM120A	Fam120a
MRPL9	Mrpl9
RPS6KA3	Rps6ka3
LHX8	Lhx8
CD48	Cd48
VPS18	Vps18
PIGA	Piga
RYR1	Ryr1
PARS2	Pars2
BPTF	Bptf
CMYA5	Cmya5
PTGIR	Ptgir
BRAT1	Brat1
KIN	Kin
MYOF	Myof
KIAA1033	A230046K03Rik
CXADR	Cxadr
BRWD1	Brwd1
TMEM120B	Tmem120b
AKNA	Akna
SIMC1	Simc1
PILRA	Pilra
CARS	Cars
ADORA1	Adora1
MED19	Med19
SCAF4	Scaf4
KIAA1551	2810474O19Rik
TMEM260	Tmem260
ALDH8A1	Aldh8a1
CROCC	Crocc
SLC30A2	Slc30a2
RGS6	Rgs6
BBS9	Bbs9
FASTKD1	Fastkd1
RASD2	Rasd2
TUBB2A	Tubb2a
TUBB2A /// TUBB2B	Tubb2a
ZC3H12A	Zc3h12a
GTPBP6	Gtpbp6
KRT79	Krt79
CLASP1	Clasp1
CALCA	Calca
FAM89A /// MIR1182	Fam89a
CDA	Cda
JHDM1D	Jhdm1d
HOXC6	Hoxc6
ODC1	Odc1
KRT86 /// LOC100509764	Krt86
KRTAP3-1	Krtap3-1
FES	Fes
NLRP6	Nlrp6
AMDHD1	Amdhd1
CYP27B1	Cyp27b1
MUC3A	Muc3
MUC3A /// MUC3B	Muc3
TRMT10A	Trmt10a
HSD3B1	Hsd3b3
KRT75	Krt75
KLK3	Klk1b3
SUV39H1	Suv39h1
CHD6	Chd6
ACTN1	Actn1
ARHGEF16	Arhgef16
ITGB4	Itgb4
LRRC2	Lrrc2
BLOC1S3	Bloc1s3
COL12A1	Col12a1
DSCAML1	Dscaml1
F9	F9
PROSER1	Proser1
MUC4	Muc4
NXF2 /// NXF2B /// TCP11X1 /// TCP11X2	Nxf7
CHRNA5	Chrna5
SLCO1A2	Slco1a5
RAB11FIP5	Rab11fip5
TRIP11	Trip11
THRAP3	Thrap3
MARCH9	March9
FNIP1 /// RAPGEF6	Rapgef6
RAPGEF6	Rapgef6
PRKAR2A	Prkar2a
FBXO43	Fbxo43
DUSP7	Dusp7
SCML4	Scml4
NKX6-2	Nkx6-2
C19orf80	Gm6484
CYB5RL	Cyb5rl
GALNT6	Galnt6
SLC25A51	Slc25a51
KCNQ5	Kcnq5
RYR3	Ryr3
CLEC4G	Clec4g
CSF2	Csf2
SUCO	Suco
HOXA3	Hoxa3
LOC101060527 /// NAIP	LOC101056649 /// Naip6 /// Naip7
SIX2	Six2
PIP4K2B	Pip4k2b
PRMT5	Prmt5
AFM	Afm
SUCLG2	Suclg2
TTN	Ttn
TRIOBP	Triobp
